question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
A class has 32 students and they all need to present their projects. Every period is 40 minutes long. How many periods will it take for every student to present their project if they have 5 minutes to do so?,"All the students will present their projects in 32 * 5 = <<32*5=160>>160 minutes.
It will take 160 / 40 = <<160/40=4>>4 periods for all the students to present their projects.
#### 4","Here's how to solve this:

**1. Calculate total presentation time:**

* Each student needs 5 minutes to present.
* There are 32 students.
* Total presentation time: 5 minutes/student * 32 students = 160 minutes

**2. Calculate the number of periods:**

* Each period is 40 minutes long.
* Total presentation time is 160 minutes.
* Number of periods: 160 minutes / 40 minutes/period = 4 periods

**Answer:** It will take **4 periods** for all the students to present their projects. 
",4,4.0,True
"Mr. Doré bought $140 worth of pants, a $43 shirt and a $15 tie. He pays with a $200 bill. How much will the saleswoman give him back?","The total expenses are $140 + $43 + $15 = $<<140+43+15=198>>198.
Mr. Doré paid $200, so the saleswoman must give him $200 - $198 = $<<200-198=2>>2 back.
#### 2","Here's how to solve the problem:

**1. Calculate the total cost:**

* Pants: $140
* Shirt: $43
* Tie: $15
* Total cost: $140 + $43 + $15 = $208

**2. Calculate the change:**

* Money given: $200
* Total cost: $208
* Change: $200 - $208 = -$8

**3. Interpret the result:**

The result of -$8 means that Mr. Doré actually owes $8 to the saleswoman. 


",2,8.0,False
"Over several years, Daniel has adopted any stray animals he sees on the side of the road.  He now has 2 horses, 5 dogs, 7 cats, 3 turtles, and 1 goat.  All of the animals are perfectly healthy.  In total, how many legs do his animals have?","He has 2 horses, 5 dogs, 7 cats, 3 turtles and 1 goat so in total he has 2+5+7+3+1 = <<2+5+7+3+1=18>>18 animal
Each animal has 4 legs so 18*4 = <<18*4=72>>72 legs total
#### 72","Here's how to solve the problem:

* **Horses:** 2 horses * 4 legs/horse = 8 legs
* **Dogs:** 5 dogs * 4 legs/dog = 20 legs
* **Cats:** 7 cats * 4 legs/cat = 28 legs
* **Turtles:** 3 turtles * 4 legs/turtle = 12 legs
* **Goat:** 1 goat * 4 legs/goat = 4 legs

**Total:** 8 + 20 + 28 + 12 + 4 = **72 legs** 


",72,72.0,True
"Lola and Dora combined their allowance of $9 each to buy a deck of playing cards for $10, they also bought $2 boxes of stickers and split the boxes evenly. How many packs of stickers did Dora get?","Lola and Dora together have $9/person x 2 people = $<<9*2=18>>18
After buying the deck of cards they had $18 - $10 = $<<18-10=8>>8
With 8 dollars they bought $8 / $2/pack = <<8/2=4>>4 packs of stickers
Dora received 4 packs / 2 people = <<4/2=2>>2 packs of stickers
#### 2","Here's how to solve the problem:

**1. Calculate their total money:**

* Lola and Dora have $9 + $9 = $18 together.

**2. Calculate how much money they have left after buying the cards:**

* They have $18 - $10 = $8 left.

**3. Calculate how many boxes of stickers they bought:**

* They bought $2 / 2 = $1 per box.

**4. Calculate how many boxes of stickers Dora got:**

* Dora got $1 / $2 = 0.5 boxes of stickers. 

**5. Calculate how many packs of stickers Dora got:**

* Dora got 0.5 boxes * 10 stickers per box = 5 packs of stickers.



**Answer:** Dora got 5 packs of stickers. 
",2,5.0,False
"Mason is trying to download a 880 MB game to his phone. After downloading 310 MB, his Internet connection slows to 3 MB/minute. How many more minutes will it take him to download the game?","First find how many MB are left to download: 880 MB - 310 MB = <<880-310=570>>570 MB
Then divide that number by the download speed to find the download time: 570 MB / 3 MB/minute = <<570/3=190>>190 minutes
#### 190","Here's how to solve the problem:

**1. Find the remaining download size:**

* Subtract the downloaded size from the total size: 880 MB - 310 MB = 570 MB

**2. Calculate the time to download the remaining size:**

* Divide the remaining size by the download speed: 570 MB / 3 MB/minute = 190 minutes

**Answer:** It will take Mason **190 more minutes** to download the game. 
",190,190.0,True
Tom charges a fee of $100 a day to search for an item for the first 5 days and then $60 per day for every day after that.  How much did it cost for him to look for an item for 10 days?,"The first 5 days cost 5*100=$<<5*100=500>>500
He gets 10-5=<<10-5=5>>5 days on discount
He paid 5*60=$<<5*60=300>>300 at the discounted rate
So in total he pays 500+300=$<<500+300=800>>800
#### 800","Here's how to break down the cost:

* **First 5 days:** $100/day * 5 days = $500
* **Remaining days:** 10 days - 5 days = 5 days
* **Cost for remaining days:** $60/day * 5 days = $300
* **Total cost:** $500 + $300 = $800

It cost Tom **$800** to look for the item for 10 days. 
",800,10.0,False
"A clerk can process 25 forms per hour. If 2400 forms must be processed in an 8-hour day, how many clerks must you hire for that day?","One clerk can process 25 x 8 = <<25*8=200>>200 forms in a day.
To process the forms for that day 2400/200 = <<2400/200=12>>12 clerks must be hired.
#### 12","Here's how to solve this problem:

**1. Calculate the total forms per clerk:**

* A clerk processes 25 forms per hour.
* They need to process 2400 forms in 8 hours.
* Total forms per clerk: 25 forms/hour * 8 hours = 200 forms

**2. Determine the number of clerks needed:**

* Total forms to be processed: 2400 forms
* Forms processed per clerk: 200 forms
* Number of clerks needed: 2400 forms / 200 forms/clerk = 12 clerks

**Answer:** You need to hire 12 clerks for that day. 
",12,12.0,True
Audrey's key lime pie calls for 1/4 cup of key lime juice but she likes to double this amount to make it extra tart.  Each key lime yields 1 tablespoon of juice.  There are 16 tablespoons in 1 cup.  How many key limes does Audrey need?,"Her recipe calls for 1/4 cup of juice but she wants to double that so she needs 1/4+1/4 = 1/2 cup of lime juice
16 tablespoons are in 1 cup and she only needs 1/2 cup so she needs 16*.5 = <<16*.5=8>>8 tablespoons of juice
1 key lime yields 1 tablespoon of juice and she needs 8 tablespoons so she needs 1*8 = <<1*8=8>>8 key limes
#### 8","Here's how to solve this problem step-by-step:

**1. Calculate the doubled amount of juice:**

* Audrey doubles the amount of juice, so she needs 1/4 cup * 2 = 1/2 cup of key lime juice.

**2. Calculate the total amount of juice in cups:**

* 1/2 cup is equal to 1/2 * 16 tablespoons = 8 tablespoons.

**3. Calculate the number of key limes:**

* Each key lime yields 1 tablespoon of juice, and Audrey needs 8 tablespoons.
* Therefore, she needs 8 tablespoons / 1 tablespoon per key lime = 8 key limes.

**Answer:** Audrey needs 8 key limes. 
",8,8.0,True
"Pablo’s mother agrees to pay him one cent for every page he reads. He plans to save the money for some candy. Pablo always checks out books that are exactly 150 pages. After reading his books, he went to the store and bought $15 worth of candy and had $3 leftover. How many books did Pablo read?","He gets $1.5 per book because .01 x 150 = <<.01*150=1.5>>1.5
He earned $18 because 15 + 3 = <<15+3=18>>18
He read 12 books because 18 / 1.5 = <<18/1.5=12>>12
#### 12","Here's how to solve this problem:

* **Calculate Pablo's total earnings:** Pablo had $15 worth of candy and $3 leftover, so he earned $15 + $3 = $18 from reading books.
* **Calculate how much he earned per book:**  He earned $18 from reading books, and each book is 150 pages long, so he earned $18 / 150 pages = $0.12 per page.
* **Calculate the number of books:** He earned $0.12 per page, and he read 150 pages per book, so he read $18 / $0.12 = 150 books.


**Answer:** Pablo read 150 books. 
",12,150.0,False
"Jan's three-eyed lizard has 3 times more wrinkles than eyes, and seven times more spots than wrinkles. How many fewer eyes does the lizard have than the combined number of spots and wrinkles?","Three times more wrinkles than three eyes is 3*3=<<3*3=9>>9 wrinkles.
Seven times more spots than wrinkles is 7*9=<<7*9=63>>63 spots.
Therefore, the combined number of spots and wrinkles on the lizard is 63+9=<<63+9=72>>72 spots and wrinkles.
Thus, the lizard has 72-3=69 fewer eyes than spots and wrinkles
#### 69","Here's how to solve this problem step-by-step:

* **Wrinkles:** The lizard has 3 * 3 = 9 wrinkles.
* **Spots:** The lizard has 7 * 9 = 63 spots.
* **Total wrinkles and spots:** The lizard has 9 + 63 = 72 wrinkles and spots.
* **Eyes:** The lizard has 3 eyes.
* **Difference:** The lizard has 72 - 3 = 69 fewer eyes than the combined number of spots and wrinkles.


**Answer:** The lizard has 69 fewer eyes than the combined number of spots and wrinkles. 
",69,69.0,True
"The bowl of fruit contains apples, pears, and bananas. There are two more pears than apples, and three more bananas than pears.  If the bowl contains 19 pieces of fruit, how many bananas does it contain?","Let A be the number of apples.
There are A+2 pears.
There are (A+2)+3 pears.
Then A+(A+2)+((A+2)+3)=19.
3A+7=19
3A=12
A=4
There are 4 apples.
There are (4+2)+3=<<4+2+3=9>>9 bananas.
#### 9","Here's how to solve this problem step-by-step:

**Let's use variables:**

*  Let 'a' represent the number of apples.
*  Let 'p' represent the number of pears.
*  Let 'b' represent the number of bananas.

**Set up equations based on the given information:**

*  ""There are two more pears than apples"":  p = a + 2
*  ""Three more bananas than pears"": b = p + 3
*  ""The total number of fruit is 19"": a + p + b = 19

**Now we can solve for the number of bananas (b):**

1. **Substitute** the value of 'p' from the first equation into the second equation: b = (a + 2) + 3 = a + 5
2. **Substitute** the value of 'p' and 'b' into the third equation: a + (a + 2) + (a + 5) = 19
3. **Simplify** the equation: 3a + 7 = 19
4. **Solve for 'a':** 3a = 12  =>  a = 4
5. **Substitute** the value of 'a' back into the equation for 'b': b = 4 + 5 = 9

**Answer:** There are **9** bananas in the bowl. 
",9,9.0,True
"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?","The first number is 33/3=<<33/3=11>>11.
The second number is 11*2=<<11*2=22>>22.
#### 22","Here's how to solve this problem:

**Let's use variables:**

* Let 'x' represent the first number.
* Since the second number is twice the first, the second number is '2x'.

**Set up an equation:**

* The sum of the two numbers is 33:  x + 2x = 33

**Solve for x:**

* Combine like terms: 3x = 33
* Divide both sides by 3: x = 11

**Find the second number:**

* The second number is 2x, so substitute the value of x: 2 * 11 = 22

**Answer:** The second number is 22. 
",22,22.0,True
"At a certain school, 2/3 of the population are females. One-tenth of the males are foreign students. If the school has 300 students, how many students are non-foreign male students?","There are 300 x 2/3 = <<300*2/3=200>>200 females in the school.
So, 300 - 200 = <<300-200=100>>100 are males.
Out of the 100 males, 100 x 1/10 = <<100*1/10=10>>10 are male foreign students.
Thus, there are 100 - 10 = <<100-10=90>>90 non-foreign male students.
#### 90","Here's how to solve this problem step-by-step:

**1. Find the number of female students:**

* (2/3) * 300 students = 200 female students

**2. Find the number of male students:**

* 300 students - 200 female students = 100 male students

**3. Find the number of foreign male students:**

* (1/10) * 100 male students = 10 foreign male students

**4. Find the number of non-foreign male students:**

* 100 male students - 10 foreign male students = 90 non-foreign male students 


**Answer:** There are 90 non-foreign male students at the school. 
",90,90.0,True
"Jenny wants to heat a dish for dinner.  It needs to be at 100 degrees before it is ready to eat.  It is 20 degrees when she places it in the oven, and it heats up 5 degrees every minute.  How many minutes will it take to be ready?","To determine this, we must first figure out the required change in temperature. To do this, we perform 100-20= <<100-20=80>>80 degrees of required temperature change.
Next, we divide this amount by the rate of change per minute, performing 80/5= <<80/5=16>>16 minutes of cooking time.
#### 16","Here's how to solve the problem:

* **Calculate the difference in temperature:** The dish needs to heat up 100° - 20° = 80°
* **Determine the total time:**  Divide the total temperature difference by the heating rate: 80° / 5° per minute = 16 minutes

**Answer:** It will take Jenny 16 minutes to heat the dish. 
",16,16.0,True
Andy gets a cavity for every 4 candy canes he eats. He gets 2 candy canes from his parents and 3 candy canes each from 4 teachers. Then he uses his allowance to buy 1/7 as many candy canes as he was given. How many cavities does he get from eating all his candy canes?,"First find how many candy canes Andy gets from his teachers: 3 canes/teacher * 4 teachers = <<3*4=12>>12 canes
Then add the number of candy canes he gets from his parents: 12 canes + 2 canes = <<12+2=14>>14 canes
Then divide that number by 7 to find the number of canes he buys: 14 canes / 7 = <<14/7=2>>2 canes
Then add the number of candy canes he gets from each source to find the total number: 2 canes + 14 canes = <<2+14=16>>16 canes
Then divide the total number of candy canes by the number of candy canes it takes to get one cavity to find the number of cavities Andy gets: 16 canes / 4 canes/cavity = <<16/4=4>>4 cavities
#### 16","Here's how to solve the problem step-by-step:

**1. Calculate the total candy canes:**

* Parents: 2 candy canes
* Teachers: 4 teachers * 3 candy canes/teacher = 12 candy canes
* Total from parents and teachers: 2 + 12 = 14 candy canes
* Allowance candy canes: 14 candy canes * (1/7) = 2 candy canes

**2. Calculate the total number of candy canes Andy eats:**

* Total candy canes: 14 + 2 = 16 candy canes

**3. Calculate the number of cavities:**

* Cavities per candy cane: 1
* Total cavities: 16 candy canes * 1 cavity/candy cane = 16 cavities

**Answer:** Andy gets 16 cavities. 
",16,16.0,True
