question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"At a certain school, 2/3 of the population are females. One-tenth of the males are foreign students. If the school has 300 students, how many students are non-foreign male students?","There are 300 x 2/3 = <<300*2/3=200>>200 females in the school.
So, 300 - 200 = <<300-200=100>>100 are males.
Out of the 100 males, 100 x 1/10 = <<100*1/10=10>>10 are male foreign students.
Thus, there are 100 - 10 = <<100-10=90>>90 non-foreign male students.
#### 90","To find the number of female students, we multiply the total number of students by 2/3 (since 2/3 of the population are females).

Number of female students = 2/3 * 300 = 200

Since the remaining students are males, we subtract the number of female students from the total.

Number of male students = 300 - 200 = 100

Now, we find the number of foreign male students. One-tenth of the males are foreign students, so:

Number of foreign male students = 1/10 * 100 = 10

Finally, to find the number of non-foreign male students, we subtract the number of foreign male students from the total number of male students.

Number of non-foreign male students = 100 - 10 = 90

The answer is 90.",90,90.0,True
"Jenny wants to heat a dish for dinner.  It needs to be at 100 degrees before it is ready to eat.  It is 20 degrees when she places it in the oven, and it heats up 5 degrees every minute.  How many minutes will it take to be ready?","To determine this, we must first figure out the required change in temperature. To do this, we perform 100-20= <<100-20=80>>80 degrees of required temperature change.
Next, we divide this amount by the rate of change per minute, performing 80/5= <<80/5=16>>16 minutes of cooking time.
#### 16","To find the time it takes for the dish to reach 100 degrees, we need to subtract the initial temperature from the target temperature and divide by the rate of heating.

Target temperature: 100 degrees
Initial temperature: 20 degrees
Rate of heating: 5 degrees per minute

Time = (Target temperature - Initial temperature) / Rate of heating
Time = (100 - 20) / 5
Time = 80 / 5
Time = 16 minutes

It will take 16 minutes for the dish to reach 100 degrees.",16,100.0,False
Andy gets a cavity for every 4 candy canes he eats. He gets 2 candy canes from his parents and 3 candy canes each from 4 teachers. Then he uses his allowance to buy 1/7 as many candy canes as he was given. How many cavities does he get from eating all his candy canes?,"First find how many candy canes Andy gets from his teachers: 3 canes/teacher * 4 teachers = <<3*4=12>>12 canes
Then add the number of candy canes he gets from his parents: 12 canes + 2 canes = <<12+2=14>>14 canes
Then divide that number by 7 to find the number of canes he buys: 14 canes / 7 = <<14/7=2>>2 canes
Then add the number of candy canes he gets from each source to find the total number: 2 canes + 14 canes = <<2+14=16>>16 canes
Then divide the total number of candy canes by the number of candy canes it takes to get one cavity to find the number of cavities Andy gets: 16 canes / 4 canes/cavity = <<16/4=4>>4 cavities
#### 16","First, let's calculate the total number of candy canes Andy gets:

- 2 candy canes from his parents
- 3 candy canes each from 4 teachers: 4 * 3 = 12
- Total candy canes from parents and teachers: 2 + 12 = 14
- Using allowance: 1/7 * 14 = 2 candy canes
- Total candy canes: 14 + 2 = 16

Since Andy gets a cavity for every 4 candy canes he eats, we need to divide the total number of candy canes by 4:

16 / 4 = 4

The answer is 4.",16,4.0,False
"The treasurer of a football team must buy equipment for the sixteen players of his team. Each piece of equipment consists of a $25 jersey, a $15.20 pair of shorts and a pair of socks at $6.80. How much does all the equipment of all the players on the team cost?","Full Equipment Price for one player: $25 + $15.20 + $6.80 = $<<25+15.2+6.8=47>>47
Prices for full equipment for 16 people: 16 players x $47/player = $<<16*47=752>>752
#### 752","To find the total cost of the equipment for each player, we need to add the cost of the jersey, shorts, and socks.

The total cost for each player's equipment:
- Jersey: $25
- Shorts: $15.20
- Socks: $6.80
- Total cost per player: $25 + $15.20 + $6.80 = $47

Since there are 16 players on the team, the total cost of equipment for all players is:
- Total cost per player: $47
- Number of players: 16
- Total cost for all players: $47 * 16 = $752

The total cost of all the equipment for the 16 players on the team is $752.",752,752.0,True
"Paul and his sister Paula went to the cookie store to buy some cookies. Paula bought 3 fewer cookies than Paul, who bought 45 cookies. How many cookies do they have altogether?","Paula bought 45 cookies - 3 cookies = <<45-3=42>>42 cookies.
In total, they have 42 cookies + 45 cookies = <<42+45=87>>87 cookies.
#### 87","Paul bought 45 cookies. Paula bought 3 fewer cookies than Paul, so Paula bought 45 - 3 = 42 cookies. 

To find the total number of cookies they have, add Paul's cookies to Paula's cookies: 45 + 42 = 87 cookies.

The answer is 87.",87,87.0,True
Aziz's parents moved to America in 1982. The year is 2021 and Aziz just celebrated his 36th birthday. How many years had his parents been living in America before Aziz was born?,"Aziz was born in the year 2021 - 36 years = <<2021-36=1985>>1985.
Therefore, Aziz's parents had been living in America for 1985 - 1982 = <<1985-1982=3>>3 years.
#### 3","To find the answer, we need to subtract the year Aziz's parents moved to America (1982) from the year Aziz was born. Since Aziz is 36 years old, we can subtract 36 from 2021.

2021 - 36 = 1985

Now, subtract 1982 (the year his parents moved) from 1985.

1985 - 1982 = 3

Aziz's parents had been living in America for 3 years before Aziz was born.",3,3.0,True
"Erica is getting dessert at a pie buffet where all the pies are the same size. She takes 1/5 of an apple pie and 3/4 of a cherry pie. What fraction of a whole pie did Erica take, expressed as a percentage?","First, find a common denominator for the fractions by multiplying 5 and 4: 5 * 4 = <<5*4=20>>20.
Then convert 1/5 to twentieths by multiplying the top and bottom by 4: 1/5 * 4/4 = 4/20.
Then convert 3/4 to twentieths by multiplying the top and bottom by 5: 3/4 * 5/5 = 15/20
Now that the two fractions have the same denominator, you can add them: 4/20 + 15/20 = 19/20.
Now divide 19 by 20 and multiply the answer by 100 to convert the fraction to a percentage: 19/20 * 100 = %<<19/20*100=95>>95.
#### 95","To find the total fraction of a whole pie Erica took, we need to add the fractions of the apple pie and cherry pie.

First, we find a common denominator for 5 and 4, which is 20. 

For the apple pie: 1/5 = (1*4)/(5*4) = 4/20
For the cherry pie: 3/4 = (3*5)/(4*5) = 15/20

Now, we add the fractions: 4/20 + 15/20 = 19/20

To express the fraction as a percentage, we divide the numerator by the denominator and multiply by 100:

(19/20) * 100 = 95%

So, Erica took 95% of a whole pie.",95,95.0,True
"Jane sews 2 dresses a day for 7 days. Then she sews 3 dresses a day for the next 2 days. In the end, she adds 2 ribbons to each dress. How many ribbons does Jane use in total?","In 7 days, Jane sews 2 * 7 = <<2*7=14>>14 dresses
In the next 2 days, Jane sews 3 * 2 = <<3*2=6>>6 dresses
Jane sews a total of 14 + 6 = <<14+6=20>>20 dresses
Jane uses a total of 20 * 2 = <<20*2=40>>40 ribbons
#### 40","First, let's calculate the total number of dresses Jane sews. 

In the first 7 days, Jane sews 2 dresses a day. So, she sews 2 x 7 = 14 dresses.
In the next 2 days, Jane sews 3 dresses a day. So, she sews 3 x 2 = 6 dresses.
The total number of dresses is 14 + 6 = 20 dresses.

Since Jane adds 2 ribbons to each dress, she uses 20 x 2 = 40 ribbons in total.

The answer is 40.",40,40.0,True
Rachel earned $200 babysitting. She spent 1/4 of the money on lunch. She spent 1/2 of the money on a DVD. How much did Rachel have left?,"Rachel spent 1/4*200 = $<<200*1/4=50>>50 on lunch.
Rachel spent 1/2*200 = $<<200*1/2=100>>100 on a DVD.
Rachel has 200-50-100 = $<<200-50-100=50>>50 left.
#### 50","To find out how much Rachel spent, we need to calculate the amounts spent on lunch and the DVD. 

1. Rachel spent 1/4 of $200 on lunch. 
   1/4 * 200 = 50
   So, Rachel spent $50 on lunch.

2. Rachel spent 1/2 of $200 on a DVD.
   1/2 * 200 = 100
   So, Rachel spent $100 on a DVD.

Total money spent is $50 + $100 = $150.

To find out how much Rachel has left, we subtract the total amount spent from the initial amount.
$200 - $150 = $50

Rachel has $50 left.",50,50.0,True
"Jeff has 16 GB of storage on his phone. He is already using 4 GB. If a song takes up about 30MB of storage, how many songs can Jeff store on his phone? (There are 1000 MB in a GB).","Jeff has 16-4 = <<16-4=12>>12GB left over on his phone.
Therefore, he has 12*1000= <<12*1000=12000>>12,000MB.
Therefore, he can store 12,000/30=<<12000/30=400>>400 songs.
#### 400","To find out how many GB of storage Jeff has left, we need to subtract the used storage from the total storage. 

Jeff's total storage: 16 GB
Jeff's used storage: 4 GB
Jeff's remaining storage: 16 - 4 = 12 GB

Since there are 1000 MB in a GB, we can convert the remaining storage to MB:
12 GB * 1000 MB/GB = 12,000 MB

Now, we can divide the remaining storage in MB by the storage taken up by each song:
12,000 MB / 30 MB per song = 400 songs

So, Jeff can store 400 songs on his phone.",400,400.0,True
"Matt is four times as old as Fem. Currently, Fem is 11 years old. In two years, what is the sum of the ages of Matt and Fem?","Matt is 11 x 4 = <<11*4=44>>44 years old now.
In 2 years, Matt will be 44 + 2 = <<44+2=46>>46 years old.
In 2 years, Fem will be 11 + 2 = <<11+2=13>>13 years old.
So, the sum of their ages in two years is 46 + 13 = <<46+13=59>>59 years old.
#### 59","Fem is currently 11 years old. In 2 years, Fem will be 11 + 2 = 13 years old.

Matt is four times as old as Fem, so Matt's age is 4 * 11 = 44 years old.

The sum of Matt and Fem's ages in 2 years will be 44 + 13 = 57. The answer is 57.",59,57.0,False
"A kiddy gift shop sells bracelets at $4 each, keychains at $5 each, and coloring books at $3 each. Paula and Olive want to buy presents for their friends. Paula buys two bracelets and a keychain, while Olive buys a coloring book and a bracelet.  How much do Paula and Olive spend in total?","Two bracelets cost 2 x $4 = $<<2*4=8>>8.
Thus, Paula spends $8 + $5 = $<<8+5=13>>13.
Olive spends $3 + $4 = $<<3+4=7>>7.
Therefore, Paula and Olive spend $13 + $7 = $<<13+7=20>>20 in all.
#### 20","To find out how much Paula spent, we need to calculate the cost of the items she bought:
- 2 bracelets: 2 x $4 = $8
- 1 keychain: 1 x $5 = $5
- Total for Paula: $8 + $5 = $13

To find out how much Olive spent, we need to calculate the cost of the items she bought:
- 1 coloring book: 1 x $3 = $3
- 1 bracelet: 1 x $4 = $4
- Total for Olive: $3 + $4 = $7

Now, we need to add Paula's and Olive's total expenses:
$13 (Paula) + $7 (Olive) = $20

The answer is $20.",20,20.0,True
"There were 80 cars in a parking lot. At lunchtime, 13 cars left the parking lot but 5 more cars went in than left. How many cars are in the parking lot now?","There are 80 - 13 = <<80-13=67>>67 cars in the parking lot after 13 went out.
13 + 5 = <<13+5=18>>18 cars went in the parking lot at lunchtime.
So, there are 67 + 18 = <<67+18=85>>85 cars in the parking lot now.
#### 85","First, let's find out how many cars left the parking lot. 13 cars left.

Since 5 more cars went in than left, that means 13 + 5 = 18 cars entered the parking lot.

To find the total number of cars now, we add the cars that left to the cars that entered. 
80 (initial cars) - 13 (cars that left) + 18 (cars that entered) = 85

The answer is 85.",85,85.0,True
"Nate got lost looking for his car in the airport parking lot. He had to walk through every row in Section G and Section H to find it. Section G has 15 rows that each hold 10 cars. Section H has 20 rows that each hold 9 cars. If Nate can walk past 11 cars per minute, how many minutes did he spend searching the parking lot?","First find the number of cars in Section G by multiplying the number of rows by the number of cars per row: 15 rows * 10 cars/row = <<15*10=150>>150 cars
Then do the same thing for Section H: 20 rows * 9 cars/row = <<20*9=180>>180 cars
Then add the two quantities of cars to find the total number of cars Nate walked past: 150 cars + 180 cars = <<150+180=330>>330 cars
Finally, divide the number of cars Nate passed by the numbers he passes each minute to find how long he spent searching: 330 cars / 11 cars/minute = <<330/11=30>>30 minutes
#### 30","To find the total number of cars Nate walked past, we need to calculate the total number of cars in Section G and Section H.

Section G has 15 rows, each with 10 cars. So, 15 * 10 = 150 cars.

Section H has 20 rows, each with 9 cars. So, 20 * 9 = 180 cars.

Total number of cars = 150 (Section G) + 180 (Section H) = 330 cars.

Since Nate walks past 11 cars per minute, the time he spent searching is the total number of cars divided by 11.

Time spent = 330 / 11 = 30 minutes.

The answer is 30 minutes.",30,30.0,True
